SalesOrderID,SalesOrderDetailID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
71780,21,3,3,531.0284,0.05,1513.4309,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470727
71780,22,2,32,1862.7658,0.1,3352.9784,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470730
71780,23,3,30,924.659,0,2773.977,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470732
71781,24,4,27,2765.9435,0,11063.774,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470735
71781,25,6,30,1097.3899,0,6584.3394,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470738
71782,26,3,40,39.3902,0,118.1706,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470741
71783,27,3,36,3473.7913,0.1,9379.2365,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470744
71784,28,7,5,384.0682,0,2688.4774,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470747
71784,29,6,23,2202.9128,0.2,10573.9814,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470749
71784,30,7,8,1979.9682,0,13859.7774,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470752
71785,31,3,15,222.3046,0.1,600.2224,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470755
71786,32,1,4,933.1126,0.05,886.457,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470758
71787,33,9,10,455.976,0,4103.784,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470761
71788,34,3,13,312.4641,0,937.3923,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470764
71788,35,10,48,3442.7961,0,34427.961,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470767
71788,36,7,5,3465.8161,0.15,20621.6058,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470769
71788,37,1,42,1234.4577,0,1234.4577,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470772
71789,38,6,1,3313.2986,0.15,16897.8229,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470775
71789,39,7,49,1747.1771,0.05,11618.7277,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470778
71789,40,5,20,1144.607,0.2,4578.428,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470780
71790,41,3,10,2541.6673,0,7625.0019,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470784
71790,42,4,41,3424.8582,0.05,13014.4612,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470787
71790,43,1,7,1056.4617,0.2,845.1694,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470789
71790,44,4,1,2180.9169,0,8723.6676,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470792
71791,45,4,47,1752.2798,0.15,5957.7513,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470795
71791,46,3,17,1088.8555,0.2,2613.2532,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470798
71791,47,7,6,829.7258,0.1,5227.2725,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470800
71792,48,3,11,3497.1142,0.1,9442.2083,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470803
71792,49,2,48,3291.3024,0.2,5266.0838,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470806
71792,50,8,43,2381.0674,0.2,15238.8314,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470809
71792,51,8,1,3334.9721,0.05,25345.788,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470811
71793,52,7,23,1378.0263,0.05,9163.8749,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470814
71793,53,7,10,3262.2693,0.2,18268.7081,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470817
71793,54,2,40,2997.1808,0,5994.3616,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470820
71793,55,9,29,3078.8305,0.05,26324.0008,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470823
71793,56,5,51,1792.1222,0.2,7168.4888,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470825
71794,57,2,43,1034.1468,0.05,1964.8789,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470828
71794,58,4,24,567.1565,0,2268.626,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470831
71794,59,2,52,62.5061,0.05,118.7616,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470834
71794,60,10,31,1790.807,0.1,16117.263,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470836
71794,61,3,16,3477.0418,0,10431.1254,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470839
71795,62,4,20,3025.6895,0.2,9682.2064,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470842
71795,63,7,48,197.23,0.15,1173.5185,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470845
71795,64,3,8,2641.1111,0.1,7131.0,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470847
71796,65,7,54,313.2135,0.2,1753.9956,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470850
71796,66,6,11,892.1946,0.15,4550.1925,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470854
71797,67,3,2,906.1549,0.2,2174.7718,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470857
71797,68,5,52,3394.939,0.15,14428.4907,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470860
71797,69,2,50,997.8616,0.2,1596.5786,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470863
71798,70,10,32,362.753,0.15,3083.4005,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470866
71799,71,9,10,1917.9899,0,17261.9091,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470869
71799,72,7,15,1627.9616,0,11395.7312,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470871
71800,73,10,51,796.4621,0.15,6769.9278,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470875
71800,74,9,52,1013.3757,0.2,7296.305,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470877
71800,75,9,34,633.9077,0,5705.1693,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470880
71801,76,9,2,2057.5358,0.05,17591.9311,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470883
71801,77,5,50,3475.8228,0.05,16510.1583,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470886
71801,78,2,53,73.82,0.2,118.112,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470891
71802,79,2,11,3475.4419,0,6950.8838,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470894
71803,80,5,6,1095.3973,0.15,4655.4385,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470897
71803,81,4,2,2809.4938,0,11237.9752,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470899
71803,82,1,20,423.4389,0.05,402.267,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470902
71804,83,7,1,2606.4699,0.1,16420.7604,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470905
71804,84,8,10,2885.0468,0,23080.3744,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470908
71804,85,9,25,360.6756,0.15,2759.1683,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470910
71804,86,4,11,194.5211,0,778.0844,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470913
71804,87,4,7,228.0621,0.15,775.4111,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470916
71805,88,10,40,1569.0591,0.2,12552.4728,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470919
71805,89,2,6,2119.324,0,4238.648,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470921
71805,90,1,14,2828.4812,0,2828.4812,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470924
71805,91,2,16,1049.371,0.05,1993.8049,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470927
71805,92,8,48,383.213,0.15,2605.8484,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470929
71806,93,9,27,2068.0321,0.05,17681.6745,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470932
71807,94,7,10,2734.5533,0,19141.8731,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470937
71808,95,1,47,2396.2628,0.1,2156.6365,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470940
71808,96,10,42,1780.5703,0,17805.703,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470943
71808,97,8,53,1004.2848,0.15,6829.1366,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470945
71809,98,1,41,1157.0121,0,1157.0121,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470948
71809,99,8,22,430.4763,0,3443.8104,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470950
71809,100,3,46,789.8645,0.1,2132.6341,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.470953
71809,101,3,36,426.6357,0.05,1215.9117,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471109
71809,102,8,34,1854.411,0.2,11868.2304,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471114
71810,103,8,39,1656.1418,0.2,10599.3075,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471118
71811,104,2,27,2505.5555,0.05,4760.5554,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471121
71812,105,9,8,1499.3644,0.1,12144.8516,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471124
71813,106,3,9,1650.236,0.2,3960.5664,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471128
71813,107,10,49,3129.2129,0.15,26598.3096,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471131
71813,108,5,31,2062.3945,0.05,9796.3739,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471133
71813,109,9,13,1721.5309,0,15493.7781,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471136
71813,110,4,3,1703.2247,0.2,5450.319,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471140
71814,111,2,1,3075.2902,0.1,5535.5224,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471144
71814,112,9,1,645.3935,0,5808.5415,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471154
71814,113,9,24,2361.3401,0.15,18064.2518,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471157
71814,114,9,3,2747.4797,0.05,23490.9514,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471160
71815,115,5,13,602.3104,0,3011.552,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471163
71816,116,3,11,754.3726,0.05,2149.9619,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471166
71816,117,7,38,3396.2698,0,23773.8886,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471168
71817,118,10,43,2764.8036,0.05,26265.6342,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471221
71818,119,8,17,1934.6863,0.2,12381.9923,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471225
71818,120,1,25,1400.4536,0.05,1330.4309,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471228
71818,121,6,5,2804.9561,0.15,14305.2761,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471231
71818,122,2,16,1534.888,0.15,2609.3096,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471234
71819,123,3,6,2975.4686,0,8926.4058,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471237
71819,124,2,54,1133.2707,0.15,1926.5602,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471379
71819,125,3,25,1428.9373,0,4286.8119,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471394
71819,126,1,14,263.7217,0.05,250.5356,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471399
71819,127,9,50,699.7111,0,6297.3999,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471402
71820,128,5,14,3125.8302,0,15629.151,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471405
71820,129,2,40,2462.8288,0.15,4186.809,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471407
71820,130,10,9,1888.2956,0,18882.956,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471411
71821,131,9,5,1900.9843,0,17108.8587,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471414
71821,132,5,7,779.1634,0,3895.817,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471416
71821,133,2,53,2587.6798,0.1,4657.8236,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471419
71822,134,1,10,1114.211,0,1114.211,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471422
71823,135,7,31,1295.3703,0,9067.5921,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471425
71824,136,9,25,2675.1408,0.15,20464.8271,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471428
71824,137,4,15,2447.0177,0.05,9298.6673,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471431
71824,138,6,15,2340.4356,0.1,12638.3522,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471434
71825,139,1,21,1929.3276,0,1929.3276,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471437
71825,140,5,32,69.5952,0,347.976,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471439
71825,141,3,32,1477.9328,0.2,3547.0387,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471442
71826,142,7,8,2872.7175,0.1,18098.1203,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471445
71826,143,9,22,1127.0,0,10143.0,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471448
71826,144,2,9,1130.1211,0.2,1808.1938,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471451
71826,145,8,32,1915.5702,0,15324.5616,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471454
71826,146,3,15,1160.0101,0,3480.0303,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471456
71827,147,8,33,1308.6849,0.1,9422.5313,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471459
71827,148,5,10,353.6337,0,1768.1685,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471461
71827,149,1,49,1323.5681,0.15,1125.0329,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471464
71827,150,8,11,2353.3486,0.1,16944.1099,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471467
71827,151,1,10,802.5188,0.05,762.3929,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471470
71828,152,6,50,2755.8199,0.05,15708.1734,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471473
71828,153,8,30,987.8408,0.2,6322.1811,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471476
71828,154,2,29,503.299,0,1006.598,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471478
71829,155,1,53,105.3345,0,105.3345,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471481
71830,156,7,52,1628.82,0,11401.74,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471484
71830,157,8,35,929.8748,0.15,6323.1486,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471487
71830,158,4,31,3482.2287,0.2,11143.1318,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471490
71830,159,4,7,2329.3824,0,9317.5296,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471492
71830,160,4,34,1708.4992,0,6833.9968,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471495
71831,161,5,53,2719.3452,0.05,12916.8897,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471498
71832,162,6,46,2943.4728,0.1,15894.7531,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471501
71833,163,1,11,2354.2991,0.05,2236.5841,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471504
71833,164,5,50,1973.5525,0,9867.7625,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471506
71833,165,9,26,2633.5754,0.15,20146.8518,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471509
71833,166,3,36,3434.6155,0.05,9788.6542,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471511
71834,167,8,27,2920.3301,0,23362.6408,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471514
71834,168,1,29,1505.8516,0,1505.8516,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471517
71834,169,4,10,2287.9323,0.05,8694.1427,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471519
71834,170,4,22,1679.0394,0,6716.1576,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471522
71834,171,7,31,736.7779,0.1,4641.7008,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471525
71835,172,10,9,2423.7837,0,24237.837,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471528
71835,173,7,47,770.4295,0.1,4853.7058,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471531
71835,174,10,4,1768.7845,0.05,16803.4528,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471534
71835,175,1,52,1428.465,0.15,1214.1952,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471537
71836,176,7,38,1814.3735,0.1,11430.5531,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471541
71836,177,1,45,2381.1879,0,2381.1879,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471543
71836,178,4,17,1177.785,0,4711.14,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471546
71837,179,9,54,1220.5174,0,10984.6566,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471714
71838,180,4,37,2704.29,0.05,10276.302,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471745
71838,181,6,39,1469.239,0,8815.434,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471749
71838,182,5,50,2989.6029,0.05,14200.6138,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471752
71838,183,6,27,40.8326,0,244.9956,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471754
71838,184,8,33,1581.3091,0.15,10752.9019,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471757
71839,185,6,23,3087.6072,0.05,17599.361,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471831
71839,186,2,38,898.8718,0.05,1707.8564,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471854
71839,187,4,54,2468.5783,0,9874.3132,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471857
71839,188,3,12,2736.5845,0,8209.7535,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471860
71839,189,7,48,1674.2305,0.2,9375.6908,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471863
71840,190,3,4,1599.4914,0,4798.4742,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471868
71840,191,3,31,2474.5213,0,7423.5639,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471871
71841,192,8,54,381.3948,0,3051.1584,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471874
71842,193,7,39,2282.8584,0.05,15181.0084,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471877
71842,194,2,28,431.2151,0.05,819.3087,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471880
71842,195,5,11,583.692,0.2,2334.768,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471882
71843,196,2,19,3091.8127,0,6183.6254,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471885
71843,197,7,37,946.035,0.1,5960.0205,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471888
71843,198,6,12,1941.5718,0,11649.4308,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471953
71843,199,7,38,3290.5894,0.2,18427.3006,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471958
71843,200,3,12,37.4441,0.1,101.0991,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471960
71844,201,7,37,3145.7258,0.15,18717.0685,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471964
71845,202,3,44,58.5604,0,175.6812,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471969
71845,203,2,4,1397.3471,0.05,2654.9595,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471972
71845,204,2,29,1483.8371,0,2967.6742,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471975
71845,205,1,14,1631.2904,0.2,1305.0323,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471977
71845,206,7,13,2823.7198,0,19766.0386,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471980
71846,207,6,44,3105.9579,0,18635.7474,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471983
71846,208,5,38,47.6233,0,238.1165,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471985
71846,209,7,54,702.0129,0,4914.0903,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471987
71846,210,5,25,1611.3447,0,8056.7235,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471990
71847,211,8,11,791.3299,0,6330.6392,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471993
71847,212,8,28,1975.5729,0.2,12643.6666,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471996
71847,213,1,35,3426.3188,0.1,3083.6869,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.471998
71847,214,1,48,785.8005,0.1,707.2205,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472001
71847,215,5,4,1397.9679,0,6989.8395,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472004
71848,216,10,53,3084.6076,0.1,27761.4684,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472007
71848,217,2,45,3453.376,0,6906.752,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472009
71849,218,4,9,774.2536,0.1,2787.313,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472013
71849,219,8,12,1622.4405,0,12979.524,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472015
71849,220,3,37,1897.8043,0,5693.4129,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472018
71849,221,4,23,421.3766,0.05,1601.2311,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472020
71849,222,10,53,2286.2387,0,22862.387,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472023
71850,223,7,46,217.6539,0.2,1218.8618,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472026
71850,224,6,53,1475.0367,0.05,8407.7092,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472029
71850,225,3,36,609.0427,0.2,1461.7025,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472031
71850,226,4,38,2259.3793,0,9037.5172,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472034
71851,227,10,24,934.0647,0.15,7939.55,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472037
71851,228,1,33,91.6483,0.15,77.9011,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472040
71851,229,5,53,3008.477,0.05,14290.2657,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472042
71851,230,8,24,19.7344,0.15,134.1939,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472045
71852,231,3,3,2964.2415,0,8892.7245,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472048
71852,232,2,37,1914.2846,0.15,3254.2838,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472051
71852,233,3,39,3359.8085,0.2,8063.5404,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472053
71852,234,2,24,172.1365,0,344.273,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472057
71853,235,10,3,3088.5873,0,30885.873,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472060
71853,236,10,3,985.43,0.1,8868.87,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472063
71853,237,3,23,2050.8877,0,6152.6631,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472066
71854,238,1,11,872.959,0,872.959,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472069
71854,239,1,10,863.928,0,863.928,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472071
71855,240,6,23,3171.48,0.2,15223.104,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472074
71855,241,2,40,2988.7395,0,5977.479,00000000-0000-0000-0000-000000000000,2026-09-03T11:32:30.472077
